PartitionKey,RowKey,Timestamp,City,City@type,Country,Country@type,Distance,Distance@type,Email,Email@type,Lat,Lat@type,Lon,Lon@type,Name,Name@type,Phone,Phone@type,Postalcode,Postalcode@type,Street,Street@type,Web,Web@type,Info,Info@type
P,Perceel_e1202358-4c6e-4290-b1db-84b58e250f39,2013-10-13T11:48:54.6503384Z,Capelle aan den IJssel,String,Nederland,String,0,Double,info@restaurantperceel.nl,String,51.921902,Double,4.58482,Double,Perceel,String,+31102271922,String,2902 BC ,String,Dorpsstraat 3,String,http://restaurantperceel.nl,String,,
P,Posthoorn_691f6c63-a438-480b-8449-8fcc2491bb61,2013-10-13T13:13:58.8066262Z,Monnickendam ,String,Nederland,String,0,Double,info@posthoorn.eu,String,52.460941,Double,5.03535,Double,Posthoorn,String,+31229654598,String,1141 AG,String,Noordeinde 43,String,http://www.posthoorn.eu,String,,
P,Pure C_8fa356cd-97c0-40f0-af05-3d5b90c6c378,2013-10-13T11:50:38.6683384Z,Cadzand,String,Nederland,String,0,Double,contact@pure-c.nl,String,51.377941,Double,3.38668,Double,Pure C,String,+31117392110,String,4506 JK ,String,Boulevard de Wielingen 49,String,http://www.pure-c.nl,String,,
R,Ron Blaauw_b4721865-a1a0-478e-89f9-6db08f69ff10,2013-04-12T11:27:23.7725629Z,Amsterdam,String,Nederland,String,0,Double,info@ronblaauw.nl,String,52.352226,Double,4.85666,Double,Ron Blaauw,String,+31 20 4961943,String,1075 BP,String,Sophialaan 55 hs ,String,http://www.ronblaauw.nl,String,Michelin Ster (2),String
S,Samhoud_1b8b89f9-4503-4452-9a5a-24fd011099b1,2013-04-14T13:55:15.0909754Z,Amsterdam,String,Nederland,String,0,Double,places@samhoud.com,String,52.375599,Double,4.90747,Double,Samhoud,String,+31 20 2602094 ,String,1011AD,String,Oosterdokskade 5,String,http://www.samhoudplaces.com/,String,Michelin Ster (2),String
S,Savelberg_87bb995c-b192-45eb-994a-ac7e77fdcd92,2013-10-13T13:48:47.8590011Z,Voorburg,String,Nederland,String,0,Double,info@restauranthotelsavelberg.nl,String,52.070252,Double,4.36922,Double,Savelberg,String,+31703872081,String,2271 EH ,String,Oosteinde 14,String,http://www.restauranthotelsavelberg.nl,String,,
S,Seinpost_a883bdfe-a89d-47a7-be38-532cc9c0a634,2013-10-13T11:54:29.9543384Z,Den Haag,String,Nederland,String,0,Double,mail@seinpost.nl	,String,52.109242,Double,4.27538,Double,Seinpost,String,+31703555250,String,2586 AD,String,Zeekant 60,String,http://www.seinpost.nl,String,,
S,Sense_89fe86cd-b295-47a7-be46-89d60fb8889f,2013-10-13T11:55:56.8783384Z,Den Bosch,String,Nederland,String,0,Double,info@senserestaurant.nl ,String,51.68676,Double,5.30542,Double,Sense,String,+31736144208,String,5211 HX,String,Verwerstraat 58,String,http://www.restaurantsense.nl/,String,,
S,Soigné _9eb25daa-9d5e-4bed-9e0d-75a90a9d0231,2013-10-13T11:57:04.1963384Z,Bussum,String,Nederland,String,0,Double,info@restaurantsoigne.nl ,String,52.274509,Double,5.16465,Double,Soigné ,String,+31356936379,String,1404 HX ,String,Kapelstraat 16,String,http://www.restaurantsoigne.nl/,String,,
T,Tante Koosje_b11fb8b7-e919-4639-9990-9b094def0c8c,2013-10-13T12:58:10.435479Z,Loenen aan de Vecht,String,Nederland,String,0,Double,info@tante-koosje.nl,String,52.209091,Double,5.02348,Double,Tante Koosje,String,+31294233201,String,3632 EL ,String,Kerkstraat 1,String,http://www.tante-koosje.nl/,String,,
T,Toine Hermsen_2aa5c5d3-260d-4209-86ef-5db55af4a799,2013-10-13T13:06:25.0968661Z,Maastricht,String,Nederland,String,0,Double,toine.hermsen@wxs.nl,String,50.846909,Double,5.69413,Double,Toine Hermsen,String,+31433258400,String,6211 HL ,String,Sint Bernardusstraat 2-4,String,http://www.toinehermsen.com,String,,
T,Tout à Fait_7d4ac543-30c2-4291-9d86-a5480b4694c6,2013-10-13T13:08:12.2713994Z,Maastricht ,String,Nederland,String,0,Double,info@toutafait.nl,String,50.84642,Double,5.69415,Double,Tout à Fait,String,+31433500405,String,6211 HL ,String,Sint Bernardusstraat 16-18,String,http://toutafait.nl,String,,
V,Valuas_36349c3b-996d-48c6-81c5-d77b4680736c,2013-10-13T13:47:05.1179356Z,Venlo,String,Nederland,String,0,Double,valuas@home.nl,String,51.379131,Double,6.16724,Double,Valuas,String,+31773541141,String,5914 CA ,String,Sint Urbanusweg 9-11,String,http://www.valuas-hr.nl,String,,
V,Vermeer_39605b78-c2ce-4743-b978-adbe9c2e27d7,2013-04-14T13:57:03.1287781Z,Amsterdam,String,Nederland,String,0,Double,vermeer@nh-hotels.com,String,52.37637,Double,4.90018,Double,Vermeer,String,+31205564885 ,String,1012AD,String,Prins Hendrikkade 59,String,http://www.restaurantvermeer.nl/,String,,
V,Vinkeles_08773703-5ff1-4e87-8e85-b824ec21ff16,2013-04-14T13:58:33.6688312Z,Amsterdam,String,Nederland,String,0,Double,restaurant@vinkeles.com ,String,52.37862,Double,4.88864,Double,Vinkeles,String,+31205302010,String,1016GB ,String,Keizersgracht 384 ,String,http://www.vinkeles.com/,String,,
V,Vlasbloemeken_b37c992e-b0c3-4bb3-ad9f-35e5800dcef5,2013-10-13T12:07:44.2619742Z,Koewacht,String,Nederland,String,0,Double,info@vlasbloemeken.com,String,51.225441,Double,3.97695,Double,Vlasbloemeken,String,+31114361914,String,4576 AL ,String,Nieuwstraat 8,String,http://www.vlasbloemeken.com,String,Michelin Ster,String
W,Wolfslaar _7e52a26d-109d-4f2a-9066-9ae5e9d61e4f,2013-10-13T12:00:32.4033384Z,Breda,String,Nederland,String,0,Double,restaurant@wolfslaar.com,String,51.560641,Double,4.803753,Double,Wolfslaar ,String,+31765608008,String,4834 SP ,String,Wolfslaardreef 100,String,http://wolfslaar.com,String,,
W,Wollerich_f9cf150e-7665-4d29-b05d-da1a5f120e17,2013-10-13T13:40:34.4749837Z,Sint-Oedenrode,String,Nederland,String,0,Double,info@wollerich.nl ,String,51.562271,Double,5.45943,Double,Wollerich,String,+31413473333,String,5492 AC ,String,Heuvel 23,String,http://wollerich.nl/,String,,
Y,Yamazato_a2182b82-e33b-4ab5-8f76-dca8cc79dc54,2013-04-14T14:00:32.9757607Z,Amsterdam,String,Nederland,String,0,Double,yamazato@okura.nl,String,52.348801,Double,4.89363,Double,Yamazato,String,+31206787450,String,1072LH,String,Ferdinand Bolstraat 333,String,http://www.yamazato.nl,String,,
É,Élevé_63c8cab2-c083-4041-9305-776f7e17c27b,2013-10-13T12:11:23.4135553Z,Leeuwarden,String,Nederland,String,0,Double,info@eleve.nl,String,53.20048,Double,5.77477,Double,Élevé,String,+31582334900,String,8914 AT ,String,Heliconweg 52,String,http://www.eleve.nl,String,Michelin Ster,String
